Active,ServerName,DatabaseName,FilePath,CreateSchema,ObjectType,SchemaAuth,SchemaName,ObjectName,DropIfExists,Variables,FileName
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_COPA_Top_Downs_Stage,1,,SAP_COPA_Top_Downs_Stage.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_BCM_Full_Load_Parameters,1,,con_BCM_Full_Load_Parameters.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_CCP_Warehouse_Cost,1,,con_CCP_Warehouse_Cost.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,FF_his_2014_Delivery_Vending_Restatement_Rates,1,,FF_his_2014_Delivery_Vending_Restatement_Rates.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_SAP_Measure_Value_Field_Map,1,,con_SAP_Measure_Value_Field_Map.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_Load_Status,1,,con_Load_Status.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_SAP_Incidence_Grouping_Rates,1,,con_SAP_Incidence_Grouping_Rates.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Con_SAP_Measure_Condition_Type_Map,1,,Con_SAP_Measure_Condition_Type_Map.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,BCM_COPA_F_Enriched,1,,BCM_COPA_F_Enriched.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_SAP_Interface_Parameters,1,,con_SAP_Interface_Parameters.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,etlLoadConfig,1,,etlLoadConfig.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_SAP_Concentrate_Component_Rates,1,,con_SAP_Concentrate_Component_Rates.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_SAP_INCIDENCE_RESTATEMENT_VV056_ADJUSTMENTS,1,,con_SAP_INCIDENCE_RESTATEMENT_VV056_ADJUSTMENTS.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,BCM_COPA_R_B_Enriched,1,,BCM_COPA_R_B_Enriched.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,con_Calendar,1,,con_Calendar.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Unsettled_Sales_Daily_Aggregate_AU,1,,Unsettled_Sales_Daily_Aggregate_AU.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,FF_2014_COGS_Restatement_Rates,1,,FF_2014_COGS_Restatement_Rates.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_Alcohol_Hierarchy_History_Enriched,1,,Customer_Alcohol_Hierarchy_History_Enriched.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_Grinders_Sales_Hierarchy_History_Enriched,1,,Customer_Grinders_Sales_Hierarchy_History_Enriched.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Material_Unit_Conversion_Enriched_History,1,,Material_Unit_Conversion_Enriched_History.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,BCM_Billing_Conditions_Enriched,1,,BCM_Billing_Conditions_Enriched.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Material_Unit_Conversion,1,,Material_Unit_Conversion.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Material_Sales_Area_Attributes,1,,Material_Sales_Area_Attributes.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions_Stage,1,,SAP_Billing_Conditions_Stage.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Rebate_Agreement_Master,1,,SAP_Rebate_Agreement_Master.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Material_Attributes,1,,Material_Attributes.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Material_Attributes_Enriched_History,1,,Material_Attributes_Enriched_History.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_Business_Manager_Hierarchy_History_Enriched,1,,Customer_Business_Manager_Hierarchy_History_Enriched.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_NCC_Hierarchy_History,1,,Customer_NCC_Hierarchy_History.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_Daily_Aggregate_NVF,1,,Billing_Daily_Aggregate_NVF.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_Daily_Aggregate_AU_Stage,1,,Billing_Daily_Aggregate_AU_Stage.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_Sales_Hierarchy_History_Enriched,1,,Customer_Sales_Hierarchy_History_Enriched.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_Hierarchy_History_Enriched,1,,Customer_Hierarchy_History_Enriched.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_Sales_Area_Attributes_Enriched_History,1,,Customer_Sales_Area_Attributes_Enriched_History.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Customer_Attributes_Enriched_History,1,,Customer_Attributes_Enriched_History.dsql
0,"APS,17001",CCABI_STAGE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,etlLoadHistory,1,,etlLoadHistory.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,FI_AI_Inbound_V2NC_Aggregate,1,,FI_AI_Inbound_V2NC_Aggregate.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_Monthly_Sales_Report_AU,1,,Billing_Monthly_Sales_Report_AU.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Material_Valuation_Prices,1,,SAP_Material_Valuation_Prices.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_Monthly_AU,1,,Billing_Monthly_AU.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_Daily_Aggregate_AU,1,,Billing_Daily_Aggregate_AU.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Delivery_Items,1,,SAP_Delivery_Items.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_COPA_Top_Downs,1,,SAP_COPA_Top_Downs.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions.dsql
1,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2012.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2013H1.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2013H2.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2014H1.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2014H2.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2015H1.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2015H2.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2016H1.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2016H2.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2017H1.dsql
0,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2017H2.dsql
1,"APS,17001",CCABI_DATAMART,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,Billing_COPA_Merged,1,,Billing_COPA_Merged_2018.dsql
1,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2012.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2013H1.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2013H2.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2014H1.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2014H2.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2015H1.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2015H2.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2016H1.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2016H2.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2017H1.dsql
0,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2017H2.dsql
1,"APS,17001",CCABI_WAREHOUSE,C:\POC\APS_EXPORT_SCRIPTS,0,TABLE,,dbo,SAP_Billing_Conditions,1,,SAP_Billing_Conditions_2018.dsql
